Country,Year,"Birth Per 1,000 population","Deaths Per 1,000 population","Net number of migrants per 1,000 population","     Rate of natural increase",Growth rate,"     Population","         Births","       Deaths","    Net numberof migrants","    Natural increase"
Chile,2002,16.5,5.6,0,1.08,1.08,15497046,255081,87403,0,167678
Chile,2003,16.1,5.7,0,1.04,1.04,15662645,252325,88807,0,163518
Chile,2001,16.8,5.6,0,1.12,1.12,15327316,257652,85986,0,171666
Chile,2000,17.2,5.6,0,1.16,1.16,15153450,260639,84556,0,176083
China,2007,13.4,7,-0.4,0.65,0.61,1321851888,17778908,9252963,-515522,8525945
China,2000,14,7,-0.4,0.7,0.66,1268853362,17713193,8831219,-520230,8881974
China,2006,13.2,7,-0.4,0.63,0.59,1313973713,17410152,9158397,-512450,8251755
China,2005,13.1,6.9,-0.4,0.62,0.58,1306313812,17164963,9065818,-522526,8099145
China,2004,13,6.9,-0.4,0.61,0.57,1298847624,16859042,8988026,-519539,7871016
China,2003,13,6.9,-0.4,0.61,0.57,1291496022,16789448,8924238,-516598,7865210
China,2002,12.8,6.9,-0.4,0.59,0.55,1284275902,16490103,8874346,-513710,7615757
China,2001,13.4,6.9,-0.4,0.64,0.6,1276882500,17059150,8848796,-523522,8210354
Colombia,2006,20.5,5.5,-0.3,1.49,1.46,43741811,895395,242767,-13123,652628
Colombia,2007,20.2,5.5,-0.3,1.46,1.43,44379598,894693,245863,-12870,648830
Colombia,2005,20.8,5.6,-0.3,1.52,1.49,43100021,896911,239636,-13361,657275
Colombia,2004,21.2,5.6,-0.3,1.56,1.53,42453588,899167,236891,-13161,662276
Colombia,2003,21.6,5.6,-0.3,1.6,1.56,41801905,902085,234509,-13377,667576
Colombia,2002,22,5.6,-0.3,1.63,1.6,41145126,904370,232059,-13166,672311
Colombia,2001,22.4,5.7,-0.3,1.67,1.64,40483525,906831,229542,-13360,677289
Colombia,2000,22.8,5.7,-0.3,1.71,1.68,39817335,909030,227357,-13140,681673
Comoros,2003,38.5,8.8,0,2.97,2.97,633272,24381,5585,0,18796
Comoros,2004,38,8.6,0,2.94,2.94,652260,24786,5603,0,19183
Comoros,2006,36.9,8.2,0,2.88,2.88,691370,25532,5642,0,19890
Comoros,2002,39,9.1,0,2.99,3,614670,23972,5569,0,18403
Comoros,2001,39.5,9.3,0,3.02,3.02,596457,23572,5553,0,18019
Comoros,2000,40,9.6,0,3.05,3.05,578626,23174,5532,0,17642
Comoros,2007,36.4,8,0,2.84,2.84,711417,25860,5656,0,20204
Comoros,2005,37.5,8.4,0,2.92,2.91,671638,25200,5622,0,19578
Congo (Brazzaville),2000,45.1,15.4,26.8,2.97,5.64,3102404,140011,47932,82989,92079
Congo (Brazzaville),2001,44.6,14.9,-0.2,2.97,2.94,3238410,144465,48382,-810,96083
Congo (Brazzaville),2002,44.1,14.5,-4,2.96,2.56,3328795,146966,48268,-13415,98698
Congo (Brazzaville),2003,43.7,14.1,-5.5,2.96,2.41,3412576,149232,48083,-18940,101149
Congo (Brazzaville),2007,42.2,12.6,-3.2,2.96,2.64,3800610,160234,47850,-12048,112384
Congo (Brazzaville),2005,43,13.3,-1,2.97,2.88,3602269,154934,47910,-3458,107024
Congo (Brazzaville),2004,43.4,13.7,-2,2.97,2.77,3502035,151813,47908,-6899,103905
Congo (Brazzaville),2006,42.6,12.9,-3.6,2.96,2.6,3702314,157608,47871,-13402,109737
Congo (Kinshasa),2007,43,10.3,1.3,3.26,3.39,65751512,2824685,679871,84162,2144814
Congo (Kinshasa),2000,46.1,12.1,-1.2,3.4,3.27,52299419,2411526,634392,-65374,1777134
Congo (Kinshasa),2006,43.4,10.6,-0.4,3.28,3.25,63604989,2761093,673577,-23534,2087516
Congo (Kinshasa),2005,43.9,10.8,-0.5,3.31,3.25,61571151,2702358,667431,-31401,2034927
Congo (Kinshasa),2004,44.3,11.1,-0.6,3.32,3.26,59596804,2640138,660929,-33970,1979209
Congo (Kinshasa),2002,45.2,11.6,-0.9,3.36,3.27,55907453,2526458,648526,-52553,1877932
Congo (Kinshasa),2001,45.6,11.9,0.2,3.38,3.4,54075014,2467984,641870,12978,1826114
Congo (Kinshasa),2003,44.7,11.3,-2.1,3.34,3.12,57722115,2581910,654569,-123525,1927341
Cook Islands,2007,0,0,0,0,0,0,,,,
Cook Islands,2006,0,0,0,0,0,0,,,,
Cook Islands,2005,0,0,0,0,0,0,,,,
Cook Islands,2004,0,0,0,0,0,0,,,,
Cook Islands,2003,0,0,0,0,0,0,,,,
Cook Islands,2002,0,0,0,0,0,0,,,,
Cook Islands,2001,0,0,0,0,0,0,,,,
Cook Islands,2000,22.2,5.2,-1,1.7,1.6,20407,453,106,-20,347
Costa Rica,2007,18,4.4,0.5,1.36,1.41,4133884,74493,18148,1984,56345
Costa Rica,2006,18.3,4.4,0.5,1.4,1.45,4075261,74659,17768,1997,56891
Costa Rica,2005,18.6,4.3,0.5,1.43,1.48,4016173,74701,17390,2008,57311
Costa Rica,2004,19,4.3,0.5,1.47,1.52,3956507,75134,17092,2018,58042
Costa Rica,2003,19.4,4.3,0.5,1.51,1.56,3896092,75584,16792,1987,58792
Costa Rica,2002,19.8,4.3,0.5,1.55,1.6,3834934,76047,16529,1994,59518
Costa Rica,2001,20.3,4.3,0.5,1.6,1.65,3773057,76480,16224,2000,60256
Costa Rica,2000,20.7,4.3,0.5,1.64,1.69,3710558,76771,15993,2004,60778
Cote d'Ivoire,2001,36.9,15.4,0.2,2.15,2.17,15909606,587542,245326,3341,342216
Cote d'Ivoire,2002,36.6,15.3,-0.4,2.13,2.1,16252726,595012,248504,-6176,346508
Cote d'Ivoire,2003,36.3,15.2,-0.2,2.11,2.08,16595981,601770,251595,-4149,350175
Cote d'Ivoire,2000,37.2,15.6,0.7,2.16,2.23,15563387,579114,242322,10116,336792
Cote d'Ivoire,2004,35.9,15,-0.1,2.08,2.07,16944598,608142,254847,-2033,353295
Cote d'Ivoire,2005,35.5,14.9,0,2.06,2.06,17298040,614253,258433,0,355820
Cote d'Ivoire,2006,35.1,14.8,0,2.03,2.03,17654843,619862,261998,0,357864
Cote d'Ivoire,2007,34.7,14.7,0,2,2,18013409,624885,265518,0,359367
Croatia,2006,9.6,11.5,1.6,-0.19,-0.03,4494749,43195,51600,7102,-8405
Croatia,2005,9.6,11.4,1.6,-0.18,-0.02,4495904,43026,51163,7104,-8137
Croatia,2004,9.5,11.3,1.6,-0.18,-0.02,4496869,42765,50815,7105,-8050
Croatia,2003,9.4,11.2,1.6,-0.18,-0.02,4497779,42504,50510,7106,-8006
Croatia,2001,9.2,11.2,13.1,-0.19,1.11,4439110,40973,49540,57930,-8567
Croatia,2000,9.9,11.4,3.1,-0.15,0.16,4410830,43755,50239,13674,-6484
Croatia,2007,9.6,11.6,1.6,-0.19,-0.04,4493312,43271,51988,7099,-8717
Croatia,2002,9.4,11.2,9.5,-0.18,0.77,4481020,41942,50143,42659,-8201
Cuba,2000,13.3,7.1,-1.6,0.62,0.46,11105859,148041,78629,-17880,69412
Cuba,2007,11.4,7.1,-1.6,0.43,0.27,11394043,130348,81353,-17889,48995
Cuba,2006,11.7,7.1,-1.6,0.46,0.3,11361547,132589,80781,-17951,51808
Cuba,2005,11.9,7.1,-1.6,0.48,0.33,11326153,134894,80189,-17895,54705
Cuba,2001,13,7.1,-1.6,0.59,0.43,11155816,145026,78760,-17849,66266
Cuba,2004,12.2,7.1,-1.6,0.51,0.35,11287846,137373,79692,-17948,57681
Cuba,2002,12.7,7,-1.6,0.56,0.41,11202687,142274,78979,-17924,63295
Cuba,2003,12.4,7,-1.6,0.54,0.38,11246676,139796,79289,-17882,60507
Cyprus,2003,12.8,7.6,0.4,0.51,0.56,771657,9854,5888,332,3966
Cyprus,2005,12.6,7.6,0.4,0.49,0.54,780133,9806,5960,335,3846
Cyprus,2004,12.7,7.6,0.4,0.5,0.55,775927,9823,5920,334,3903
Cyprus,2002,12.9,7.6,0.4,0.53,0.57,767314,9906,5855,330,4051
Cyprus,2001,13.1,7.7,0.4,0.54,0.59,762887,9979,5836,336,4143
Cyprus,2000,13.3,7.7,0.4,0.56,0.6,758363,10063,5824,334,4239
Cyprus,2006,12.6,7.7,0.4,0.49,0.53,784301,9851,6023,329,3828
Cyprus,2007,12.6,7.7,0.4,0.48,0.53,788457,9903,6087,331,3816
Czech Republic,2001,9,10.6,1,-0.16,-0.06,10262308,92156,108575,9954,-16419
Czech Republic,2002,9.1,10.6,1,-0.15,-0.05,10256295,92922,108306,9949,-15384
Czech Republic,2003,9.1,10.6,1,-0.14,-0.05,10251087,93285,108149,9944,-14864
Czech Republic,2004,9.1,10.5,1,-0.14,-0.05,10246178,93240,107995,9939,-14755
Czech Republic,2007,9,10.6,1,-0.17,-0.07,10228744,91650,108834,9922,-17184
Czech Republic,2005,9.1,10.5,1,-0.15,-0.05,10241138,92887,107942,9934,-15055
Czech Republic,2000,8.8,10.6,0.9,-0.18,-0.09,10270128,90891,108966,9038,-18075
Czech Republic,2006,9,10.6,1,-0.16,-0.06,10235455,92324,108393,9928,-16069
Denmark,2000,12.6,10.9,1.8,0.17,0.35,5337416,67091,57964,9501,9127
Denmark,2001,12.2,10.9,2.1,0.13,0.34,5355826,65448,58325,11140,7123
Denmark,2002,12,10.8,2.4,0.13,0.36,5374693,64604,57832,12738,6772
Denmark,2003,11.8,10.6,2.4,0.12,0.36,5394138,63705,57394,13054,6311
Denmark,2004,11.6,10.5,2.5,0.11,0.35,5413392,62741,57003,13425,5738
Denmark,2005,11.4,10.4,2.5,0.09,0.34,5432335,61711,56659,13744,5052
Denmark,2006,11.1,10.4,2.5,0.08,0.33,5450661,60666,56469,13736,4197
Denmark,2007,10.9,10.3,2.5,0.06,0.31,5468120,59657,56322,13670,3335
Djibouti,2006,39.5,19.3,0,2.02,2.02,486530,19233,9395,0,9838
Djibouti,2005,40,19.4,0,2.06,2.06,476703,19059,9243,0,9816
Djibouti,2004,40.4,19.4,0,2.1,2.1,466900,18858,9067,0,9791
Djibouti,2003,40.8,19.4,0,2.13,2.13,457130,18642,8891,0,9751
Djibouti,2001,41.5,19.5,0,2.19,2.19,437778,18146,8554,0,9592
Djibouti,2002,41.1,19.5,0,2.16,2.16,447416,18402,8720,0,9682
Djibouti,2000,41.8,19.6,-12.2,2.22,1,430822,17991,8427,-5252,9564
Djibouti,2007,39.1,19.2,0,1.98,1.98,496374,19393,9545,0,9848
Dominica,2005,15.9,8.7,-5.5,0.71,0.17,72125,1144,629,-396,515
Dominica,2004,16,8.7,-3.7,0.73,0.37,71933,1152,624,-264,528
Dominica,2003,16.2,8.6,-5.7,0.76,0.19,71734,1162,620,-408,542
Dominica,2002,16.4,8.6,-4.1,0.78,0.37,71534,1175,615,-296,560
Dominica,2001,16.6,8.6,-2.6,0.81,0.55,71208,1185,611,-186,574
Dominica,2000,16.8,8.6,-2.7,0.82,0.56,70818,1189,606,-190,583
Dominica,2007,15.7,8.4,-5.5,0.73,0.18,72377,1139,610,-396,529
Dominica,2006,15.8,8.6,-5.5,0.72,0.17,72247,1141,619,-396,522
Dominican Republic,2001,25.1,5.5,-3.8,1.96,1.58,8544774,214132,46569,-32726,167563
Dominican Republic,2002,24.6,5.5,-3.6,1.92,1.56,8679727,213868,47391,-31334,166477
Dominican Republic,2003,24.2,5.5,-3.4,1.88,1.54,8815160,213679,48043,-29883,165636
Dominican Republic,2004,23.9,5.4,-3.2,1.84,1.52,8951229,213487,48605,-28465,164882
Dominican Republic,2005,23.5,5.4,-3,1.81,1.51,9088094,213388,48985,-27083,164403
Dominican Republic,2006,23.2,5.4,-2.8,1.78,1.5,9226157,213955,49452,-25649,164503
Dominican Republic,2007,22.9,5.3,-2.6,1.76,1.5,9365818,214571,49826,-24257,164745
Dominican Republic,2000,25.4,5.4,-4.1,2,1.59,8410393,213708,45668,-34146,168040
East Timor,2006,27,6.2,0,2.08,2.08,1062777,28684,6632,0,22052
East Timor,2005,27.2,6.3,0,2.09,2.09,1040880,28302,6558,0,21744
East Timor,2004,27.5,6.4,0,2.11,2.11,1019252,27989,6482,0,21507
East Timor,2002,28.1,6.5,51.1,2.15,7.26,952618,26740,6211,48650,20529
East Timor,2001,28.5,6.6,20.2,2.19,4.21,899109,25589,5943,18189,19646
East Timor,2000,28.9,6.9,57.3,2.2,7.94,846599,24458,5816,48536,18642
East Timor,2007,26.8,6.2,0,2.06,2.06,1084971,29045,6716,0,22329
East Timor,2003,27.8,6.4,0,2.13,2.13,997853,27690,6396,0,21294
Ecuador,2002,24.2,4.3,-7.1,1.99,1.28,12921234,312952,55691,-92258,257261
Ecuador,2003,23.7,4.3,-8.6,1.94,1.08,13074082,309725,56088,-112960,253637
Ecuador,2004,23.2,4.3,-8.6,1.89,1.03,13212742,306271,56286,-113365,249985
Ecuador,2000,25.2,4.4,-11.3,2.08,0.95,12505204,315631,55023,-141309,260608
Ecuador,2005,22.7,4.2,-6.1,1.84,1.24,13363593,302953,56662,-81117,246291
Ecuador,2006,22.3,4.2,-3.1,1.81,1.5,13547510,301974,57306,-42133,244668
Ecuador,2007,21.9,4.2,-2.2,1.77,1.55,13755680,301387,57911,-29712,243476
Ecuador,2001,24.7,4.3,1.2,2.04,2.16,12701839,314116,55253,15115,258863
Egypt,2003,24.4,5.3,-0.2,1.91,1.89,74760580,1820420,393241,-17195,1427179
Egypt,2004,23.8,5.2,-0.2,1.86,1.84,76166369,1815045,396827,-16757,1418218
Egypt,2006,22.9,5.1,-0.2,1.78,1.76,78950320,1809541,405805,-16580,1403736
Egypt,2002,24.9,5.3,-0.2,1.95,1.93,73347164,1822677,389473,-16870,1433204
Egypt,2001,25.4,5.4,-0.2,2,1.97,71928891,1823397,386258,-17263,1437139
Egypt,2000,25.8,5.5,-0.3,2.04,2,70512306,1821333,384292,-23974,1437041
Egypt,2007,22.5,5.1,-0.2,1.74,1.72,80335036,1809948,410512,-16870,1399436
Egypt,2005,23.3,5.2,-0.2,1.81,1.79,77561884,1807968,400995,-17064,1406973
El Salvador,2007,26.1,5.6,-3.5,2.05,1.7,6948073,181553,38909,-24596,142644
El Salvador,2001,28.7,6.1,-4,2.26,1.86,6241528,178882,38011,-24654,140871
El Salvador,2002,28.3,6,-3.9,2.23,1.84,6358213,179874,38086,-24606,141788
El Salvador,2003,27.9,5.9,-3.8,2.2,1.82,6475623,180605,38271,-24607,142334
El Salvador,2004,27.5,5.8,-3.7,2.17,1.79,6593527,181124,38374,-24660,142750
El Salvador,2005,27,5.7,-3.7,2.13,1.76,6711676,181349,38525,-24632,142824
El Salvador,2000,29,6.2,-4,2.28,1.88,6125782,177770,37919,-24626,139851
El Salvador,2006,26.6,5.7,-3.6,2.09,1.73,6829916,181607,38726,-24656,142881
Equatorial Guinea,2000,38.1,14.4,0,2.37,2.37,473216,18034,6824,0,11210
Equatorial Guinea,2001,37.7,14.5,0,2.32,2.32,484425,18253,7029,0,11224
Equatorial Guinea,2002,37.3,14.7,0,2.26,2.26,495627,18467,7271,0,11196
Equatorial Guinea,2003,36.8,14.8,0,2.2,2.2,506800,18665,7511,0,11154
Equatorial Guinea,2004,36.4,15,0,2.15,2.15,517927,18858,7748,0,11110
Equatorial Guinea,2005,36,15,0,2.1,2.1,529034,19051,7957,0,11094
Equatorial Guinea,2006,35.6,15.1,0,2.05,2.05,540109,19222,8134,0,11088
Equatorial Guinea,2007,35.2,15,0,2.02,2.02,551201,19380,8274,0,11106
Eritrea,2007,34,9.4,0,2.46,2.46,4906585,166677,45926,0,120751
Eritrea,2006,34.3,9.6,0,2.47,2.47,4786994,164338,45955,0,118383
Eritrea,2005,34.8,9.9,0,2.49,2.49,4669638,162410,46089,0,116321
Eritrea,2004,35.2,10.1,0,2.51,2.51,4554408,160361,46182,0,114179
Eritrea,2003,35.7,10.4,-13.1,2.54,1.23,4470145,159763,46445,-58380,113318
Eritrea,2001,37.2,10.8,-14.2,2.64,1.22,4360461,162253,47049,-62006,115204
Eritrea,2000,38.2,10.9,-37.5,2.73,-1.02,4356581,166596,47530,-163372,119066
Eritrea,2002,36.4,10.6,-13.2,2.58,1.26,4414865,160878,46842,-58365,114036
Estonia,2006,10,13.2,-3.2,-0.32,-0.64,1324333,13296,17547,-4238,-4251
Estonia,2005,9.9,13.2,-3.2,-0.33,-0.65,1332893,13209,17608,-4239,-4399
Estonia,2004,9.8,13.3,-3.2,-0.35,-0.66,1341664,13135,17804,-4240,-4669
Estonia,2003,9.7,13.3,-3.1,-0.37,-0.68,1350722,13061,18019,-4241,-4958
Estonia,2001,9.2,13.5,-3.1,-0.43,-0.74,1369983,12631,18522,-4247,-5891
Estonia,2000,9.5,13.3,-3.1,-0.39,-0.69,1379835,13067,18407,-4236,-5340
Estonia,2007,10.2,13.3,-3.2,-0.31,-0.64,1315912,13383,17502,-4237,-4119
Estonia,2002,9.6,13.5,-3.1,-0.39,-0.71,1360122,13003,18362,-4244,-5359
Ethiopia,2000,41.9,16.1,-0.7,2.58,2.5,64690052,2708572,1042804,-45283,1665768
Ethiopia,2007,37.4,14.7,0,2.27,2.27,76511887,2860779,1122429,0,1738350
Ethiopia,2006,38,14.9,0,2.31,2.31,74777981,2840068,1111201,0,1728867
Ethiopia,2005,38.6,15.1,0,2.35,2.35,73053286,2820587,1100182,0,1720405
Ethiopia,2001,41.2,15.9,-0.9,2.53,2.44,66308836,2731261,1054310,-59678,1676951
Ethiopia,2004,39.3,15.3,0,2.4,2.4,71336571,2802101,1089309,0,1712792
Ethiopia,2002,40.6,15.7,-0.4,2.49,2.44,67946797,2756602,1065406,-29897,1691196
Ethiopia,2003,39.9,15.5,0,2.45,2.45,69628079,2780945,1077146,0,1703799
Faroe Islands,2007,14.1,8.7,0,0.54,0.54,47511,671,413,0,258
Faroe Islands,2006,14.1,8.7,0.5,0.54,0.58,47246,664,411,22,253
Faroe Islands,2005,14,8.7,0.9,0.53,0.62,46962,656,408,44,248
Faroe Islands,2003,13.8,8.7,1.9,0.51,0.7,46345,640,403,88,237
Faroe Islands,2002,13.7,8.7,2.4,0.51,0.74,46011,632,400,110,232
Faroe Islands,2001,13.6,8.7,2.9,0.49,0.78,45661,623,397,132,226
Faroe Islands,2000,13.6,8.7,3.4,0.49,0.83,45296,615,394,153,221
Faroe Islands,2004,13.9,8.7,1.4,0.52,0.66,46662,648,405,66,243
Fiji,2005,22.7,5.7,-3,1.71,1.4,893354,20306,5047,-2716,15259
Fiji,2004,22.9,5.7,-3.1,1.72,1.41,880874,20181,5003,-2766,15178
Fiji,2003,23.1,5.7,-3.2,1.74,1.41,868531,20028,4951,-2814,15077
Fiji,2002,23.2,5.7,-3.4,1.75,1.41,856346,19867,4898,-2869,14969
Fiji,2001,23.3,5.8,-3.5,1.76,1.41,844330,19698,4855,-2913,14843
Fiji,2007,22.4,5.7,-2.8,1.67,1.39,918675,20551,5200,-2554,15351
Fiji,2000,23.5,5.8,-3.6,1.77,1.41,832494,19547,4812,-2997,14735
Fiji,2006,22.6,5.7,-2.9,1.69,1.4,905949,20429,5119,-2663,15310
Finland,2005,10.5,9.8,0.9,0.07,0.16,5223442,54846,51137,4649,3709
Finland,2004,10.6,9.7,0.9,0.09,0.18,5214512,55065,50529,4954,4536
Finland,2003,10.6,9.6,1,0.1,0.21,5204405,55323,49858,5256,5465
Finland,2002,10.7,9.5,1.1,0.12,0.23,5193039,55721,49230,5505,6491
Finland,2001,10.8,9.4,1.1,0.15,0.26,5180309,56206,48539,5802,7667
Finland,2000,11,9.6,0.5,0.14,0.19,5168595,56751,49360,2584,7391
Finland,2006,10.4,9.9,0.8,0.06,0.14,5231372,54668,51581,4394,3087
Finland,2007,10.4,9.9,0.8,0.05,0.13,5238460,54585,52018,4086,2567
France,2007,12.9,8.4,1.5,0.45,0.6,63718187,822602,535870,96852,286732
France,2006,13.1,8.4,1.5,0.47,0.63,63328504,829603,530060,96893,299543
France,2005,12.8,8.5,1.5,0.43,0.58,62947011,806981,536938,96938,270043
France,2004,12.8,8.3,1.7,0.45,0.62,62569230,800886,518699,106993,282187
France,2002,12.9,8.8,1.6,0.41,0.56,61863851,795569,544402,96508,251167
France,2003,12.8,9,1.6,0.38,0.54,62206254,794996,559234,101396,235762
France,2001,13.1,8.8,1.4,0.43,0.57,61514370,804608,540096,86735,264512
France,2000,13.2,8.9,1.2,0.43,0.55,61172030,808694,547490,71571,261204
French Polynesia,2007,16.4,4.6,2.8,1.18,1.46,278963,4578,1286,784,3292
French Polynesia,2000,19,4.3,3.1,1.47,1.79,249177,4737,1064,782,3673
French Polynesia,2006,16.7,4.5,2.9,1.21,1.5,274867,4582,1251,783,3331
French Polynesia,2005,16.9,4.5,2.9,1.24,1.53,270735,4581,1216,782,3365
French Polynesia,2004,17.3,4.4,2.9,1.29,1.58,266551,4619,1181,784,3438
French Polynesia,2003,17.7,4.4,3,1.33,1.63,262300,4653,1151,784,3502
French Polynesia,2002,18.2,4.3,3,1.38,1.69,257984,4685,1122,784,3563
French Polynesia,2001,18.6,4.3,3.1,1.43,1.74,253608,4715,1093,784,3622
Gabon,2007,36,12.4,-3.1,2.35,2.04,1454867,52317,18113,-4583,34204
Gabon,2005,36.3,12,-2.1,2.43,2.22,1394307,50669,16774,-2970,33895
Gabon,2004,36.5,11.8,-1.6,2.47,2.31,1363116,49740,16126,-2167,33614
Gabon,2003,36.6,11.6,-1,2.5,2.4,1331419,48757,15471,-1371,33286
Gabon,2002,36.7,11.4,-0.4,2.53,2.49,1299304,47723,14851,-559,32872
Gabon,2001,36.8,11.3,-1.8,2.55,2.37,1268125,46680,14304,-2308,32376
Gabon,2000,36.9,11.1,2.7,2.58,2.85,1235484,45577,13763,3361,31814
Gabon,2006,36.2,12.2,-2.6,2.39,2.13,1424906,51525,17455,-3776,34070
"Gambia, The",2006,39.4,12.2,1.3,2.71,2.84,1641564,64628,20109,2118,44519
"Gambia, The",2005,39.9,12.5,1.7,2.74,2.9,1595086,63628,19970,2648,43658
"Gambia, The",2004,40.4,12.8,2.1,2.76,2.97,1548956,62516,19765,3191,42751
"Gambia, The",2003,40.9,13,2.5,2.79,3.03,1503179,61420,19541,3713,41879
"Gambia, The",2002,41.4,13.2,2.9,2.81,3.1,1457766,60308,19301,4242,41007
"Gambia, The",2001,41.9,13.5,3.4,2.84,3.18,1412663,59205,19043,4775,40162
"Gambia, The",2000,42.5,13.7,3.9,2.87,3.26,1367884,58067,18754,5307,39313
"Gambia, The",2007,38.9,12,0.9,2.69,2.78,1688359,65610,20243,1587,45367
Gaza Strip,2000,43.1,4.3,0.8,3.88,3.97,1132063,48837,4879,940,43958
Gaza Strip,2007,38.9,3.7,1.4,3.52,3.66,1482405,57666,5544,2120,52122
Gaza Strip,2005,40,3.9,1.5,3.62,3.77,1376289,55093,5326,2119,49767
Gaza Strip,2004,40.6,4,1.6,3.67,3.83,1324991,53821,5234,2120,48587
Gaza Strip,2003,41.2,4,1.7,3.72,3.89,1274868,52563,5138,2116,47425
Gaza Strip,2002,41.9,4.1,1.7,3.77,3.95,1225911,51304,5051,2121,46253
Gaza Strip,2001,42.5,4.2,1.8,3.83,4.01,1178119,50046,4960,2121,45086
Gaza Strip,2006,39.5,3.8,1.5,3.56,3.71,1428757,56364,5429,2115,50935
Georgia,2007,10.5,9.4,-4.5,0.12,-0.33,4646003,48969,43533,-20675,5436
Georgia,2006,10.4,9.2,-4.5,0.12,-0.34,4661473,48526,43025,-21163,5501
Georgia,2005,10.2,9.1,-4.6,0.12,-0.35,4677401,47943,42518,-21610,5425
Georgia,2004,10.1,9,-4.7,0.11,-0.36,4693892,47408,42151,-22061,5257
Georgia,2003,10,8.9,-4.8,0.11,-0.37,4710921,47015,41739,-22518,5276
Georgia,2002,9.9,8.8,-4.9,0.11,-0.37,4728357,46716,41373,-22980,5343
Georgia,2001,9.8,8.6,-5,0.12,-0.38,4746164,46465,40959,-23494,5506
Georgia,2000,9.7,8.8,-10.2,0.1,-0.92,4777209,46434,41801,-48775,4633
Germany,2004,8.4,10.4,2.2,-0.2,0.02,82424609,696488,860513,179686,-164025
Germany,2005,8.3,10.6,2.2,-0.22,0,82431390,686653,869651,179700,-182998
Germany,2007,8.2,10.7,2.2,-0.25,-0.03,82400996,675688,882515,179634,-206827
Germany,2003,8.6,10.3,2.2,-0.17,0.04,82398326,708626,851999,179628,-143373
Germany,2002,8.8,10.2,2.2,-0.15,0.07,82350671,723039,844094,180348,-121055
Germany,2001,9,10.2,2.2,-0.12,0.1,82280551,738057,836793,180194,-98736
Germany,2000,9.2,10.1,2.2,-0.09,0.13,82187909,754485,830098,179992,-75613
Germany,2006,8.2,10.6,2.2,-0.24,-0.02,82422299,679984,875325,179681,-195341
Ghana,2001,33.4,10.4,-0.8,2.29,2.21,20176859,673504,210445,-16545,463059
Ghana,2002,33.2,10.3,0.3,2.29,2.32,20639112,686044,213202,5573,472842
Ghana,2003,32.5,10.2,-0.2,2.23,2.21,21111483,685912,215548,-3800,470364
Ghana,2004,31.8,10.1,-0.7,2.17,2.11,21572019,685343,217015,-14022,468328
Ghana,2005,31.1,9.9,-0.6,2.12,2.06,22025680,684558,218054,-13876,466504
Ghana,2006,30.5,9.7,-0.6,2.08,2.02,22478658,684925,218493,-13487,466432
Ghana,2000,33.5,10.5,-0.9,2.3,2.21,19736036,661157,207228,-18749,453929
Ghana,2007,29.9,9.6,-0.6,2.03,1.97,22931299,684499,218994,-13300,465505
Gibraltar,2001,11.2,8.8,0,0.24,0.24,27649,311,244,0,67
Gibraltar,2002,11.2,8.9,0,0.23,0.23,27714,310,246,0,64
Gibraltar,2003,11.1,8.9,0,0.22,0.22,27776,308,248,0,60
Gibraltar,2004,11,9.1,0,0.19,0.19,27833,306,252,0,54
Gibraltar,2005,10.9,9.2,0,0.17,0.17,27884,303,256,0,47
Gibraltar,2006,10.7,9.3,0,0.14,0.14,27928,300,260,0,40
Gibraltar,2000,11.4,8.7,0,0.27,0.27,27578,314,239,0,75
Gibraltar,2007,10.7,9.4,0,0.13,0.13,27967,299,263,0,36
Greece,2000,9.6,9.9,2.4,-0.03,0.21,10559110,101579,104218,25025,-2639
Greece,2007,9.6,10.3,2.3,-0.07,0.16,10706290,102995,110596,25053,-7601
Greece,2006,9.7,10.2,2.3,-0.06,0.18,10688058,103460,109446,25010,-5986
Greece,2005,9.7,10.2,2.3,-0.04,0.19,10668354,103696,108284,24964,-4588
Greece,2004,9.7,10.1,2.4,-0.04,0.2,10647529,103600,107327,25022,-3727
Greece,2003,9.7,10,2.4,-0.03,0.21,10625945,103390,106472,24971,-3082
Greece,2002,9.7,10,2.4,-0.03,0.21,10603863,102964,105721,25025,-2757
Greece,2001,9.7,9.9,2.4,-0.03,0.21,10581515,102323,104969,24972,-2646
Greenland,2000,16.9,7.5,-8.4,0.93,0.09,56309,949,425,-472,524
Greenland,2005,15.9,7.8,-8.4,0.82,-0.02,56375,898,438,-472,460
Greenland,2004,16,7.7,-8.4,0.83,-0.01,56384,900,434,-472,466
Greenland,2003,16.1,7.7,-8.4,0.84,0.01,56385,907,432,-472,475
Greenland,2002,16.3,7.6,-8.4,0.87,0.03,56376,917,429,-472,488
Greenland,2001,16.5,7.6,-8.4,0.89,0.06,56352,931,427,-472,504
Greenland,2007,16,7.9,-8.4,0.81,-0.03,56344,902,447,-472,455
Greenland,2006,15.9,7.8,-8.4,0.81,-0.03,56361,898,442,-472,456
Grenada,2005,22.3,7.2,-13.2,1.51,0.19,89502,1996,642,-1186,1354
Grenada,2004,22.6,7.3,-13.9,1.53,0.14,89357,2020,653,-1244,1367
Grenada,2003,22.9,7.5,-14.6,1.54,0.08,89258,2041,666,-1300,1375
Grenada,2002,23.1,7.6,-15.2,1.54,0.02,89211,2056,681,-1357,1375
Grenada,2001,23.1,7.8,-15.9,1.53,-0.06,89227,2063,698,-1415,1365
